ID	Notes	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
NM_001308422	D	PIGBOS1	PIGB opposite strand 1	Other	other	 	
NM_001308423	D	PIGBOS1	PIGB opposite strand 1	Other	other	 	
NM_002643	D	PIGF	phosphatidylinositol glycan anchor biosynthesis class F	Cytoplasm	enzyme	 	
NM_173074	D	PIGF	phosphatidylinositol glycan anchor biosynthesis class F	Cytoplasm	enzyme	 	
NM_017733	D	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	Cytoplasm	enzyme	 	
NM_001289055	D	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	Cytoplasm	enzyme	 	
NM_001289057	D	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	Cytoplasm	enzyme	 	
NM_001289051	D	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	Cytoplasm	enzyme	 	
NM_001289053	D	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	Cytoplasm	enzyme	 	
NM_001289052	D	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	Cytoplasm	enzyme	 	
NM_001127178	D	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	Cytoplasm	enzyme	 	
NR_110293	D	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	Cytoplasm	enzyme	 	
NM_004569	 	PIGH	phosphatidylinositol glycan anchor biosynthesis class H	Cytoplasm	enzyme	 	
NM_145167	 	PIGM	phosphatidylinositol glycan anchor biosynthesis class M	Cytoplasm	enzyme	 	
NM_012327	D	PIGN	phosphatidylinositol glycan anchor biosynthesis class N	Cytoplasm	enzyme	 	
NM_176787	D	PIGN	phosphatidylinositol glycan anchor biosynthesis class N	Cytoplasm	enzyme	 	
NM_152850	D	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	Cytoplasm	enzyme	 	
NM_032634	D	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	Cytoplasm	enzyme	 	
NM_001201484	D	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	Cytoplasm	enzyme	 	
NR_028352	D	PIGP	phosphatidylinositol glycan anchor biosynthesis class P	Cytoplasm	enzyme	 	
NM_153682	D	PIGP	phosphatidylinositol glycan anchor biosynthesis class P	Cytoplasm	enzyme	 	
NM_153681	D	PIGP	phosphatidylinositol glycan anchor biosynthesis class P	Cytoplasm	enzyme	 	
NM_004204	D	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q	Cytoplasm	enzyme	 	
NM_148920	D	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q	Cytoplasm	enzyme	 	
NM_002644	 	PIGR	polymeric immunoglobulin receptor	Plasma Membrane	transporter	 	
NM_033198	 	PIGS	phosphatidylinositol glycan anchor biosynthesis class S	Cytoplasm	enzyme	 	
NR_047694	D	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	Cytoplasm	enzyme	 	
NR_047693	D	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	Cytoplasm	enzyme	 	
NM_001184729	D	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	Cytoplasm	enzyme	 	
NM_001184728	D	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	Cytoplasm	enzyme	 	
NM_001184730	D	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	Cytoplasm	enzyme	 	
NR_047695	D	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	Cytoplasm	enzyme	 	
NR_047692	D	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	Cytoplasm	enzyme	 	
NR_047691	D	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	Cytoplasm	enzyme	 	
NM_015937	D	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	Cytoplasm	enzyme	 	
NM_001202554	D	PIGV	phosphatidylinositol glycan anchor biosynthesis class V	Cytoplasm	enzyme	 	
NM_017837	D	PIGV	phosphatidylinositol glycan anchor biosynthesis class V	Cytoplasm	enzyme	 	
NM_178517	 	PIGW	phosphatidylinositol glycan anchor biosynthesis class W	Cytoplasm	enzyme	 	
NM_001166304	D	PIGX	phosphatidylinositol glycan anchor biosynthesis class X	Cytoplasm	other	 	
NM_017861	D	PIGX	phosphatidylinositol glycan anchor biosynthesis class X	Cytoplasm	other	 	
NM_025163	 	PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z	Cytoplasm	enzyme	 	
NM_017916	 	PIH1D1	PIH1 domain containing 1	Nucleus	other	 	
NM_138789	D	PIH1D2	PIH1 domain containing 2	Other	other	 	
NM_001082619	D	PIH1D2	PIH1 domain containing 2	Other	other	 	
NM_173494	D	PIH1D3	PIH1 domain containing 3	Cytoplasm	other	 	
NM_001169154	D	PIH1D3	PIH1 domain containing 3	Cytoplasm	other	 	
NM_152309	 	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	Cytoplasm	other	 	
NM_002645	 	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	Cytoplasm	kinase	 	
NM_001308020	D	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3	Cytoplasm	kinase	 	
NM_002647	D	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3	Cytoplasm	kinase	 	
NM_001256045	D	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	Cytoplasm	kinase	SF 1126, PX-866, dactolisib, pictilisib, buparlisib, XL147, SAR260301, GSK2636771, BAY1082439, PQR309, acalisib	
NM_006219	D	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	Cytoplasm	kinase	SF 1126, PX-866, dactolisib, pictilisib, buparlisib, XL147, SAR260301, GSK2636771, BAY1082439, PQR309, acalisib	
NM_005026	 	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	Cytoplasm	kinase	SF 1126, PX-866, dactolisib, pictilisib, buparlisib, XL147, idelalisib, idelalisib/rituximab, PQR309, AMG-319, INCB050465, RP6530, INCB040093, acalisib	
NR_027045	 	PIK3CD-AS1	PIK3CD antisense RNA 1	Other	other	 	
NR_126366	D	PIK3CD-AS2	PIK3CD antisense RNA 2	Other	other	 	
NR_126367	D	PIK3CD-AS2	PIK3CD antisense RNA 2	Other	other	 	
NR_126368	D	PIK3CD-AS2	PIK3CD antisense RNA 2	Other	other	 	
NR_110542	 	PIK3IP1-AS1	PIK3IP1 antisense RNA 1 (head to head)	Other	other	 	
NM_001242466	D	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	Cytoplasm	kinase	 	
NM_181504	D	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	Cytoplasm	kinase	 	
NM_181524	D	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	Cytoplasm	kinase	 	
NR_073517	D	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	Cytoplasm	kinase	 	
NM_005027	D	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	Cytoplasm	kinase	 	
NM_003629	D	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	Cytoplasm	kinase	 	
NM_001114172	D	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	Cytoplasm	kinase	 	
NM_001303429	D	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	Cytoplasm	kinase	 	
NM_001303428	D	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	Cytoplasm	kinase	 	
NM_001303427	D	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	Cytoplasm	kinase	 	
NM_014602	 	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4	Cytoplasm	kinase	 	
NM_014308	D	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	Cytoplasm	kinase	 	
NM_001142633	D	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	Cytoplasm	kinase	 	
NM_001251851	D	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	Cytoplasm	kinase	 	
NM_001251852	D	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	Cytoplasm	kinase	 	
NM_001251853	D	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	Cytoplasm	kinase	 	
NM_001251855	D	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	Cytoplasm	kinase	 	
NM_152671	D	PIKFYVE	phosphoinositide kinase, FYVE finger containing	Cytoplasm	kinase	 	
NM_001178000	D	PIKFYVE	phosphoinositide kinase, FYVE finger containing	Cytoplasm	kinase	 	
NM_015040	D	PIKFYVE	phosphoinositide kinase, FYVE finger containing	Cytoplasm	kinase	 	
NM_013439	D	PILRA	paired immunoglobin-like type 2 receptor alpha	Plasma Membrane	other	 	
NM_178272	D	PILRA	paired immunoglobin-like type 2 receptor alpha	Plasma Membrane	other	 	
NM_178273	D	PILRA	paired immunoglobin-like type 2 receptor alpha	Plasma Membrane	other	 	
NM_178238	 	PILRB	paired immunoglobin-like type 2 receptor beta	Plasma Membrane	other	 	
NM_001243186	D	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	Cytoplasm	kinase	AZD-1208, LGH447	
NM_002648	D	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	Cytoplasm	kinase	AZD-1208, LGH447	
NM_006875	 	PIM2	Pim-2 proto-oncogene, serine/threonine kinase	Nucleus	kinase	AZD-1208, LGH447	
NM_001001852	 	PIM3	Pim-3 proto-oncogene, serine/threonine kinase	Other	kinase	AZD-1208, LGH447	
NR_038830	D	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	Nucleus	enzyme	 	
NM_006221	D	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	Nucleus	enzyme	 	
NR_038422	D	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	Nucleus	enzyme	 	
NR_023916	 	PIN1P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1	Other	other	 	
NR_003571	 	PIN4P1	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 pseudogene 1	Other	other	 	
NM_032409	 	PINK1	PTEN induced putative kinase 1	Cytoplasm	kinase	 	
NR_046507	 	PINK1-AS	PINK1 antisense RNA	Other	other	 	
NM_001193621	D	PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing	Other	other	 	
NM_001193622	D	PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing	Other	other	 	
NM_017884	D	PINX1	PIN2/TERF1 interacting, telomerase inhibitor 1	Nucleus	other	 	
NM_001284356	D	PINX1	PIN2/TERF1 interacting, telomerase inhibitor 1	Nucleus	other	 	
NM_002652	 	PIP	prolactin-induced protein	Extracellular Space	peptidase	 	
NM_003559	 	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase, type II, beta	Cytoplasm	kinase	 	
NM_001146259	D	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	Cytoplasm	kinase	 	
NM_001146258	D	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	Cytoplasm	kinase	 	
NM_001146260	D	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	Cytoplasm	kinase	 	
NM_024779	D	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	Cytoplasm	kinase	 	
NM_003557	D	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha	Cytoplasm	kinase	 	
NM_001135638	D	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha	Cytoplasm	kinase	 	
NM_001135637	D	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha	Cytoplasm	kinase	 	
NM_001135636	D	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha	Cytoplasm	kinase	 	
NM_003558	D	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase, type I, beta	Cytoplasm	kinase	 	
NM_001278253	D	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase, type I, beta	Cytoplasm	kinase	 	
NM_001300849	D	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma	Plasma Membrane	kinase	 	
NM_001195733	D	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma	Plasma Membrane	kinase	 	
NM_012398	D	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma	Plasma Membrane	kinase	 	
NR_027712	 	PIP5K1P1	phosphatidylinositol-4-phosphate 5-kinase, type I, pseudogene 1	Other	other	 	
NM_173492	D	PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase-like 1	Plasma Membrane	kinase	 	
NM_001135219	D	PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase-like 1	Plasma Membrane	kinase	 	
NR_002319	 	PIPSL	PIP5K1A and PSMD4-like, pseudogene	Other	other	 	
NM_001101387	 	PIRT	phosphoinositide-interacting regulator of transient receptor potential channels	Plasma Membrane	other	 	
NM_014338	 	PISD	phosphatidylserine decarboxylase	Cytoplasm	enzyme	 	
NR_027070	 	PISRT1	polled intersex syndrome regulated transcript 1 (non-protein coding RNA)	Other	other	 	
NM_006224	 	PITPNA	phosphatidylinositol transfer protein alpha	Cytoplasm	transporter	 	
NR_028514	 	PITPNA-AS1	PITPNA antisense RNA 1	Other	other	 	
NM_020845	D	PITPNM2	phosphatidylinositol transfer protein, membrane associated 2	Cytoplasm	enzyme	 	
NM_001300801	D	PITPNM2	phosphatidylinositol transfer protein, membrane associated 2	Cytoplasm	enzyme	 	
NM_031220	D	PITPNM3	PITPNM family member 3	Cytoplasm	transporter	 	
NM_001165966	D	PITPNM3	PITPNM family member 3	Cytoplasm	transporter	 	
NM_001242307	D	PITRM1	pitrilysin metallopeptidase 1	Cytoplasm	peptidase	 	
NM_001242309	D	PITRM1	pitrilysin metallopeptidase 1	Cytoplasm	peptidase	 	
NM_014889	D	PITRM1	pitrilysin metallopeptidase 1	Cytoplasm	peptidase	 	
NR_038284	 	PITRM1-AS1	PITRM1 antisense RNA 1	Other	other	 	
NM_002653	 	PITX1	paired-like homeodomain 1	Nucleus	transcription regulator	 	
NM_001204398	D	PITX2	paired-like homeodomain 2	Nucleus	transcription regulator	 	
NM_001204397	D	PITX2	paired-like homeodomain 2	Nucleus	transcription regulator	 	
NM_153426	D	PITX2	paired-like homeodomain 2	Nucleus	transcription regulator	 	
NM_153427	D	PITX2	paired-like homeodomain 2	Nucleus	transcription regulator	 	
NM_001204399	D	PITX2	paired-like homeodomain 2	Nucleus	transcription regulator	 	
NM_000325	D	PITX2	paired-like homeodomain 2	Nucleus	transcription regulator	 	
NM_004764	D	PIWIL1	piwi-like RNA-mediated gene silencing 1	Cytoplasm	other	 	
NM_001190971	D	PIWIL1	piwi-like RNA-mediated gene silencing 1	Cytoplasm	other	 	
NM_001135721	D	PIWIL2	piwi-like RNA-mediated gene silencing 2	Cytoplasm	other	 	
NM_018068	D	PIWIL2	piwi-like RNA-mediated gene silencing 2	Cytoplasm	other	 	
NM_001008496	D	PIWIL3	piwi-like RNA-mediated gene silencing 3	Other	other	 	
NR_045649	D	PIWIL3	piwi-like RNA-mediated gene silencing 3	Other	other	 	
NR_045648	D	PIWIL3	piwi-like RNA-mediated gene silencing 3	Other	other	 	
NM_001255975	D	PIWIL3	piwi-like RNA-mediated gene silencing 3	Other	other	 	
NM_152431	 	PIWIL4	piwi-like RNA-mediated gene silencing 4	Cytoplasm	other	 	
NM_022368	D	PJA1	praja ring finger 1, E3 ubiquitin protein ligase	Cytoplasm	enzyme	 	
NM_145119	D	PJA1	praja ring finger 1, E3 ubiquitin protein ligase	Cytoplasm	enzyme	 	
NM_001032396	D	PJA1	praja ring finger 1, E3 ubiquitin protein ligase	Cytoplasm	enzyme	 	
NM_000296	D	PKD1	polycystic kidney disease 1 (autosomal dominant)	Plasma Membrane	ion channel	 	
NM_001009944	D	PKD1	polycystic kidney disease 1 (autosomal dominant)	Plasma Membrane	ion channel	 	
NM_138295	 	PKD1L1	polycystic kidney disease 1 like 1	Plasma Membrane	ion channel	 	
NM_001278425	D	PKD1L2	polycystic kidney disease 1-like 2 (gene/pseudogene)	Other	ion channel	 	
NM_001278423	D	PKD1L2	polycystic kidney disease 1-like 2 (gene/pseudogene)	Other	ion channel	 	
NR_126532	D	PKD1L2	polycystic kidney disease 1-like 2 (gene/pseudogene)	Other	ion channel	 	
NM_052892	D	PKD1L2	polycystic kidney disease 1-like 2 (gene/pseudogene)	Other	ion channel	 	
NM_001076780	D	PKD1L2	polycystic kidney disease 1-like 2 (gene/pseudogene)	Other	ion channel	 	
NM_181536	 	PKD1L3	polycystic kidney disease 1-like 3	Plasma Membrane	ion channel	 	
NR_036447	 	PKD1P1	polycystic kidney disease 1 (autosomal dominant) pseudogene 1	Other	other	 	
NR_123722	D	PKD1P6	polycystic kidney disease 1 (autosomal dominant) pseudogene 6	Other	other	 	
NR_123721	D	PKD1P6	polycystic kidney disease 1 (autosomal dominant) pseudogene 6	Other	other	 	
NM_000297	 	PKD2	polycystic kidney disease 2 (autosomal dominant)	Plasma Membrane	ion channel	 	
NM_014386	D	PKD2L2	polycystic kidney disease 2-like 2	Plasma Membrane	ion channel	 	
NM_001258448	D	PKD2L2	polycystic kidney disease 2-like 2	Plasma Membrane	ion channel	 	
NM_001258449	D	PKD2L2	polycystic kidney disease 2-like 2	Plasma Membrane	ion channel	 	
NM_001300921	D	PKD2L2	polycystic kidney disease 2-like 2	Plasma Membrane	ion channel	 	
NM_138370	 	PKDCC	protein kinase domain containing, cytoplasmic	Cytoplasm	kinase	 	
NM_006071	 	PKDREJ	polycystin (PKD) family receptor for egg jelly	Plasma Membrane	ion channel	 	
NR_037701	 	PKI55	DKFZp434H1419	Other	other	 	
NR_125389	 	PKIA-AS1	PKIA antisense RNA 1	Other	other	 	
NM_032471	D	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	Other	other	 	
NM_181795	D	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	Other	other	 	
NM_181794	D	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	Other	other	 	
NM_001270393	D	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	Other	other	 	
NM_001270394	D	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	Other	other	 	
NM_001270395	D	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	Other	other	 	
NM_181871	D	PKLR	pyruvate kinase, liver and RBC	Cytoplasm	kinase	 	
NM_000298	D	PKLR	pyruvate kinase, liver and RBC	Cytoplasm	kinase	 	
NM_182687	D	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	Cytoplasm	kinase	 	
NM_004203	D	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	Cytoplasm	kinase	 	
NM_001258451	D	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	Cytoplasm	kinase	 	
NM_001258450	D	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	Cytoplasm	kinase	 	
NM_213560	D	PKN1	protein kinase N1	Cytoplasm	kinase	 	
NM_002741	D	PKN1	protein kinase N1	Cytoplasm	kinase	 	
NR_110682	 	PKN2-AS1	PKN2 antisense RNA 1	Other	other	 	
NM_001317926	D	PKN3	protein kinase N3	Nucleus	kinase	 	
NM_013355	D	PKN3	protein kinase N3	Nucleus	kinase	 	
NM_004571	D	PKNOX1	PBX/knotted 1 homeobox 1	Nucleus	transcription regulator	 	
NM_001286258	D	PKNOX1	PBX/knotted 1 homeobox 1	Nucleus	transcription regulator	 	
NR_125759	 	PKNOX2-AS1	PKNOX2 antisense RNA 1 (head to head)	Other	other	 	
NM_001303029	D	PKP3	plakophilin 3	Plasma Membrane	other	 	
NM_007183	D	PKP3	plakophilin 3	Plasma Membrane	other	 	
NM_001293225	D	PLA1A	phospholipase A1 member A	Extracellular Space	enzyme	 	
NR_120610	D	PLA1A	phospholipase A1 member A	Extracellular Space	enzyme	 	
NM_001206960	D	PLA1A	phospholipase A1 member A	Extracellular Space	enzyme	 	
NM_001206961	D	PLA1A	phospholipase A1 member A	Extracellular Space	enzyme	 	
NM_015900	D	PLA1A	phospholipase A1 member A	Extracellular Space	enzyme	 	
NR_133651	D	PLA2G10	phospholipase A2 group X	Cytoplasm	enzyme	varespladib methyl, varespladib	
NM_003561	D	PLA2G10	phospholipase A2 group X	Cytoplasm	enzyme	varespladib methyl, varespladib	
NM_030821	 	PLA2G12A	phospholipase A2 group XIIA	Other	enzyme	 	
NM_032562	D	PLA2G12B	phospholipase A2 group XIIB	Extracellular Space	enzyme	 	
NM_001318124	D	PLA2G12B	phospholipase A2 group XIIB	Extracellular Space	enzyme	 	
NM_001318125	D	PLA2G12B	phospholipase A2 group XIIB	Extracellular Space	enzyme	 	
NM_000928	 	PLA2G1B	phospholipase A2 group IB	Extracellular Space	enzyme	niflumic acid	
NM_001316722	 	PLA2G2C	phospholipase A2 group IIC	Extracellular Space	enzyme	 	
NM_001271814	D	PLA2G2D	phospholipase A2 group IID	Extracellular Space	enzyme	 	
NM_012400	D	PLA2G2D	phospholipase A2 group IID	Extracellular Space	enzyme	 	
NM_014589	 	PLA2G2E	phospholipase A2 group IIE	Extracellular Space	enzyme	 	
NM_022819	 	PLA2G2F	phospholipase A2 group IIF	Extracellular Space	enzyme	 	
NM_015715	 	PLA2G3	phospholipase A2 group III	Extracellular Space	enzyme	 	
NM_001114633	 	PLA2G4B	phospholipase A2 group IVB	Cytoplasm	enzyme	 	
NM_003706	D	PLA2G4C	phospholipase A2 group IVC	Plasma Membrane	enzyme	 	
NM_001159323	D	PLA2G4C	phospholipase A2 group IVC	Plasma Membrane	enzyme	 	
NM_001159322	D	PLA2G4C	phospholipase A2 group IVC	Plasma Membrane	enzyme	 	
NR_132365	D	PLA2G4C-AS1	PLA2G4C antisense RNA 1	Other	other	 	
NR_132364	D	PLA2G4C-AS1	PLA2G4C antisense RNA 1	Other	other	 	
NR_132363	D	PLA2G4C-AS1	PLA2G4C antisense RNA 1	Other	other	 	
NM_178034	 	PLA2G4D	phospholipase A2 group IVD	Cytoplasm	enzyme	 	
NM_001206670	 	PLA2G4E	phospholipase A2 group IVE	Cytoplasm	enzyme	 	
NR_120334	 	PLA2G4E-AS1	PLA2G4E antisense RNA 1	Other	other	 	
NM_213600	D	PLA2G4F	phospholipase A2 group IVF	Cytoplasm	enzyme	 	
NR_033151	D	PLA2G4F	phospholipase A2 group IVF	Cytoplasm	enzyme	 	
NM_000929	 	PLA2G5	phospholipase A2 group V	Extracellular Space	enzyme	varespladib methyl, varespladib	
NM_003560	D	PLA2G6	phospholipase A2 group VI	Cytoplasm	enzyme	quinacrine	
NM_001199562	D	PLA2G6	phospholipase A2 group VI	Cytoplasm	enzyme	quinacrine	
NM_001004426	D	PLA2G6	phospholipase A2 group VI	Cytoplasm	enzyme	quinacrine	
NM_001007267	D	PLA2R1	phospholipase A2 receptor 1	Plasma Membrane	transmembrane receptor	 	
NM_007366	D	PLA2R1	phospholipase A2 receptor 1	Plasma Membrane	transmembrane receptor	 	
NM_001195641	D	PLA2R1	phospholipase A2 receptor 1	Plasma Membrane	transmembrane receptor	 	
NM_001031689	 	PLAA	phospholipase A2-activating protein	Cytoplasm	other	 	
NM_001130715	D	PLAC8	placenta specific 8	Nucleus	other	 	
NM_016619	D	PLAC8	placenta specific 8	Nucleus	other	 	
NM_001130716	D	PLAC8	placenta specific 8	Nucleus	other	 	
NM_001012973	 	PLAC9	placenta specific 9	Other	other	 	
NM_001317161	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001317160	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001317162	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001317158	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001317159	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001317156	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001317157	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001289046	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001289045	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001289048	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001289049	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001289041	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001080953	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001080952	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001080954	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001289047	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_006718	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
NM_001080956	D	PLAGL1	PLAG1 like zinc finger 1	Nucleus	transcription regulator	 	
