ID	Notes	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
NM_005920	D	MEF2D	myocyte enhancer factor 2D	Nucleus	transcription regulator	 	
NM_002398	 	MEIS1	Meis homeobox 1	Nucleus	transcription regulator	 	
NR_046625	 	MEIS1-AS2	MEIS1 antisense RNA 2	Other	other	 	
NR_046438	 	MEIS1-AS3	MEIS1 antisense RNA 3	Other	other	 	
NM_001220482	D	MEIS2	Meis homeobox 2	Nucleus	transcription regulator	 	
NM_172315	D	MEIS2	Meis homeobox 2	Nucleus	transcription regulator	 	
NM_172316	D	MEIS2	Meis homeobox 2	Nucleus	transcription regulator	 	
NR_051953	D	MEIS2	Meis homeobox 2	Nucleus	transcription regulator	 	
NM_170674	D	MEIS2	Meis homeobox 2	Nucleus	transcription regulator	 	
NM_170675	D	MEIS2	Meis homeobox 2	Nucleus	transcription regulator	 	
NM_170676	D	MEIS2	Meis homeobox 2	Nucleus	transcription regulator	 	
NM_170677	D	MEIS2	Meis homeobox 2	Nucleus	transcription regulator	 	
NM_002399	D	MEIS2	Meis homeobox 2	Nucleus	transcription regulator	 	
NR_002211	 	MEIS3P1	Meis homeobox 3 pseudogene 1	Other	other	 	
NM_001137602	D	MEMO1	mediator of cell motility 1	Cytoplasm	other	 	
NR_126034	D	MEMO1	mediator of cell motility 1	Cytoplasm	other	 	
NR_126032	D	MEMO1	mediator of cell motility 1	Cytoplasm	other	 	
NM_015955	D	MEMO1	mediator of cell motility 1	Cytoplasm	other	 	
NM_001301852	D	MEMO1	mediator of cell motility 1	Cytoplasm	other	 	
NM_001301833	D	MEMO1	mediator of cell motility 1	Cytoplasm	other	 	
NM_001184695	D	MEPE	matrix extracellular phosphoglycoprotein	Extracellular Space	other	 	
NM_001184694	D	MEPE	matrix extracellular phosphoglycoprotein	Extracellular Space	other	 	
NM_001184697	D	MEPE	matrix extracellular phosphoglycoprotein	Extracellular Space	other	 	
NM_001184696	D	MEPE	matrix extracellular phosphoglycoprotein	Extracellular Space	other	 	
NM_020203	D	MEPE	matrix extracellular phosphoglycoprotein	Extracellular Space	other	 	
NR_126327	D	MESDC2	mesoderm development candidate 2	Extracellular Space	other	 	
NR_126328	D	MESDC2	mesoderm development candidate 2	Extracellular Space	other	 	
NM_015154	D	MESDC2	mesoderm development candidate 2	Extracellular Space	other	 	
NM_015143	 	METAP1	methionyl aminopeptidase 1	Cytoplasm	peptidase	 	
NM_199227	 	METAP1D	methionyl aminopeptidase type 1D (mitochondrial)	Cytoplasm	peptidase	 	
NM_014955	D	METTL13	methyltransferase like 13	Other	enzyme	 	
NM_001007239	D	METTL13	methyltransferase like 13	Other	enzyme	 	
NM_015935	D	METTL13	methyltransferase like 13	Other	enzyme	 	
NM_152636	D	METTL15	methyltransferase like 15	Other	other	 	
NM_001297775	D	METTL15	methyltransferase like 15	Other	other	 	
NM_001113528	D	METTL15	methyltransferase like 15	Other	other	 	
NM_033418	 	METTL18	methyltransferase like 18	Other	other	 	
NM_001123364	 	METTL24	methyltransferase like 24	Other	other	 	
NM_014033	 	METTL7A	methyltransferase like 7A	Cytoplasm	other	 	
NM_152637	 	METTL7B	methyltransferase like 7B	Other	enzyme	 	
NM_024770	 	METTL8	methyltransferase like 8	Other	enzyme	 	
NM_001009554	D	MFAP3L	microfibrillar associated protein 3 like	Other	other	 	
NM_021647	D	MFAP3L	microfibrillar associated protein 3 like	Other	other	 	
NM_001301647	D	MFAP3L	microfibrillar associated protein 3 like	Other	other	 	
NM_001301648	D	MFAP3L	microfibrillar associated protein 3 like	Other	other	 	
NR_125890	D	MFAP3L	microfibrillar associated protein 3 like	Other	other	 	
NM_002404	D	MFAP4	microfibrillar associated protein 4	Extracellular Space	other	 	
NM_001198695	D	MFAP4	microfibrillar associated protein 4	Extracellular Space	other	 	
NM_014874	D	MFN2	mitofusin 2	Cytoplasm	enzyme	 	
NM_001127660	D	MFN2	mitofusin 2	Cytoplasm	enzyme	 	
NM_024789	 	MFSD13A	major facilitator superfamily domain containing 13A	Other	other	 	
NM_181644	 	MFSD4A	major facilitator superfamily domain containing 4A	Other	other	 	
NM_017694	 	MFSD6	major facilitator superfamily domain containing 6	Other	other	 	
NM_032718	 	MFSD9	major facilitator superfamily domain containing 9	Other	transporter	 	
NM_001164273	D	MGA	MGA, MAX dimerization protein	Nucleus	transcription regulator	 	
NM_001080541	D	MGA	MGA, MAX dimerization protein	Nucleus	transcription regulator	 	
NM_004668	 	MGAM	maltase-glucoamylase	Plasma Membrane	enzyme	miglitol, celgosivir, voglibose, acarbose	
NM_032623	 	MGARP	mitochondria localized glutamic acid rich protein	Cytoplasm	other	 	
NM_012214	D	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A	Cytoplasm	enzyme	 	
NM_001160154	D	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A	Cytoplasm	enzyme	 	
NM_144677	D	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	Cytoplasm	enzyme	 	
NM_198955	D	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	Cytoplasm	enzyme	 	
NM_001199172	D	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	Cytoplasm	enzyme	 	
NR_027310	 	MGC27382	uncharacterized MGC27382	Other	other	 	
NR_051996	 	MGC32805	uncharacterized LOC153163	Other	other	 	
NR_038377	 	MGC39584	uncharacterized LOC441058	Other	other	 	
NM_001142434	D	MGEA5	meningioma expressed antigen 5 (hyaluronidase)	Cytoplasm	enzyme	 	
NM_012215	D	MGEA5	meningioma expressed antigen 5 (hyaluronidase)	Cytoplasm	enzyme	 	
NM_001003794	D	MGLL	monoglyceride lipase	Plasma Membrane	enzyme	 	
NM_007283	D	MGLL	monoglyceride lipase	Plasma Membrane	enzyme	 	
NM_001256585	D	MGLL	monoglyceride lipase	Plasma Membrane	enzyme	 	
NM_000900	D	MGP	matrix Gla protein	Extracellular Space	other	 	
NM_001190839	D	MGP	matrix Gla protein	Extracellular Space	other	 	
NM_001204367	D	MGST2	microsomal glutathione S-transferase 2	Cytoplasm	enzyme	 	
NM_002413	D	MGST2	microsomal glutathione S-transferase 2	Cytoplasm	enzyme	 	
NM_001204366	D	MGST2	microsomal glutathione S-transferase 2	Cytoplasm	enzyme	 	
NM_001204368	D	MGST2	microsomal glutathione S-transferase 2	Cytoplasm	enzyme	 	
NM_004528	 	MGST3	microsomal glutathione S-transferase 3	Cytoplasm	enzyme	 	
NM_001300867	D	MIA3	melanoma inhibitory activity family member 3	Cytoplasm	other	 	
NM_198551	D	MIA3	melanoma inhibitory activity family member 3	Cytoplasm	other	 	
NM_020774	 	MIB1	mindbomb E3 ubiquitin protein ligase 1	Cytoplasm	other	 	
NM_001286613	 	MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1	Cytoplasm	enzyme	 	
NM_033386	 	MICALL1	MICAL like 1	Cytoplasm	other	 	
NM_001195518	D	MICU1	mitochondrial calcium uptake 1	Cytoplasm	other	 	
NM_006077	D	MICU1	mitochondrial calcium uptake 1	Cytoplasm	other	 	
NM_001195519	D	MICU1	mitochondrial calcium uptake 1	Cytoplasm	other	 	
NM_001193279	D	MID1	midline 1	Nucleus	other	 	
NM_033289	D	MID1	midline 1	Nucleus	other	 	
NM_001193278	D	MID1	midline 1	Nucleus	other	 	
NM_001193277	D	MID1	midline 1	Nucleus	other	 	
NM_001098624	D	MID1	midline 1	Nucleus	other	 	
NM_000381	D	MID1	midline 1	Nucleus	other	 	
NM_033290	D	MID1	midline 1	Nucleus	other	 	
NM_001193280	D	MID1	midline 1	Nucleus	other	 	
NM_021242	D	MID1IP1	MID1 interacting protein 1	Cytoplasm	other	 	
NM_001098790	D	MID1IP1	MID1 interacting protein 1	Cytoplasm	other	 	
NM_001098791	D	MID1IP1	MID1 interacting protein 1	Cytoplasm	other	 	
NR_046706	 	MID1IP1-AS1	MID1IP1 antisense RNA 1	Other	other	 	
NM_012216	D	MID2	midline 2	Cytoplasm	other	 	
NM_052817	D	MID2	midline 2	Cytoplasm	other	 	
NM_148886	D	MIEF2	mitochondrial elongation factor 2	Cytoplasm	other	 	
NM_139162	D	MIEF2	mitochondrial elongation factor 2	Cytoplasm	other	 	
NM_001144900	D	MIEF2	mitochondrial elongation factor 2	Cytoplasm	other	 	
NM_001146110	D	MIER1	mesoderm induction early response 1, transcriptional regulator	Nucleus	other	 	
NM_001146111	D	MIER1	mesoderm induction early response 1, transcriptional regulator	Nucleus	other	 	
NM_001146112	D	MIER1	mesoderm induction early response 1, transcriptional regulator	Nucleus	other	 	
NM_001146113	D	MIER1	mesoderm induction early response 1, transcriptional regulator	Nucleus	other	 	
NM_001077704	D	MIER1	mesoderm induction early response 1, transcriptional regulator	Nucleus	other	 	
NM_001077702	D	MIER1	mesoderm induction early response 1, transcriptional regulator	Nucleus	other	 	
NM_001077703	D	MIER1	mesoderm induction early response 1, transcriptional regulator	Nucleus	other	 	
NM_001077700	D	MIER1	mesoderm induction early response 1, transcriptional regulator	Nucleus	other	 	
NM_001077701	D	MIER1	mesoderm induction early response 1, transcriptional regulator	Nucleus	other	 	
NM_020948	D	MIER1	mesoderm induction early response 1, transcriptional regulator	Nucleus	other	 	
NM_001278215	D	MIER1	mesoderm induction early response 1, transcriptional regulator	Nucleus	other	 	
NM_001291317	D	MILR1	mast cell immunoglobulin-like receptor 1	Other	other	 	
NM_001291316	D	MILR1	mast cell immunoglobulin-like receptor 1	Other	other	 	
NM_001085423	D	MILR1	mast cell immunoglobulin-like receptor 1	Other	other	 	
NR_046461	 	MIPEPP3	mitochondrial intermediate peptidase pseudogene 3	Other	other	 	
NM_138731	D	MIPOL1	mirror-image polydactyly 1	Nucleus	other	 	
NM_001195297	D	MIPOL1	mirror-image polydactyly 1	Nucleus	other	 	
NM_001195296	D	MIPOL1	mirror-image polydactyly 1	Nucleus	other	 	
NR_029836	 	mir-101	microRNA 101-2	Cytoplasm	microRNA	 	
NR_031721	D	mir-103	microRNA 107	Cytoplasm	microRNA	 	
NR_029524	D	mir-103	microRNA 107	Cytoplasm	microRNA	 	
NR_029520	D	mir-103	microRNA 107	Cytoplasm	microRNA	 	
NR_031589	 	mir-1178	microRNA 1178	Cytoplasm	microRNA	 	
NR_031590	 	mir-1179	microRNA 1179	Cytoplasm	microRNA	 	
NR_031591	 	mir-1180	microRNA 1180	Cytoplasm	microRNA	 	
NR_031604	 	mir-1200	microRNA 1200	Cytoplasm	microRNA	 	
NR_031607	 	mir-1203	microRNA 1203	Cytoplasm	microRNA	 	
NR_031599	 	mir-1231	microRNA 1231	Cytoplasm	microRNA	 	
NR_031641	 	mir-1243	microRNA 1243	Cytoplasm	microRNA	 	
NR_029695	 	mir-126	microRNA 126	Cytoplasm	microRNA	 	
NR_036125	 	mir-1260b	microRNA 1260b	Cytoplasm	microRNA	 	
NR_031664	 	mir-1262	microRNA 1262	Cytoplasm	microRNA	 	
NR_031665	 	mir-1263	microRNA 1263	Cytoplasm	microRNA	 	
NR_031670	 	mir-1266	microRNA 1266	Cytoplasm	microRNA	 	
NR_031672	 	mir-1268	microRNA 1268a	Cytoplasm	microRNA	 	
NR_128706	 	mir-1273	microRNA 1273a	Other	microRNA	 	
NR_031685	 	mir-1277	microRNA 1277	Other	microRNA	 	
NR_031616	 	mir-1285	microRNA 1285-2	Cytoplasm	microRNA	 	
NR_031698	 	mir-1288	microRNA 1288	Cytoplasm	microRNA	 	
NR_031621	 	mir-1289	microRNA 1289-2	Cytoplasm	microRNA	 	
NR_031622	 	mir-1290	microRNA 1290	Cytoplasm	microRNA	 	
NR_031628	 	mir-1297	microRNA 1297	Cytoplasm	microRNA	 	
NR_031634	D	mir-1302	microRNA 1302-5	Cytoplasm	microRNA	 	
NR_031637	D	mir-1302	microRNA 1302-5	Cytoplasm	microRNA	 	
NR_031633	D	mir-1302	microRNA 1302-5	Cytoplasm	microRNA	 	
NR_029684	 	mir-143	microRNA 143	Cytoplasm	microRNA	 	
NR_029686	 	mir-145	microRNA 145	Cytoplasm	microRNA	 	
NR_030169	 	mir-146	microRNA 146a	Cytoplasm	microRNA	 	
NR_029525	D	mir-15	microRNA 15a	Cytoplasm	microRNA	 	
NR_029663	D	mir-15	microRNA 15a	Cytoplasm	microRNA	 	
NR_030784	 	mir-155	microRNA 155	Cytoplasm	microRNA	 	
NR_029950	D	mir-17	microRNA 17	Cytoplasm	microRNA	 	
NR_029949	D	mir-17	microRNA 17	Cytoplasm	microRNA	 	
NR_029523	D	mir-17	microRNA 17	Cytoplasm	microRNA	 	
NR_029612	D	mir-181	microRNA 181a-1	Cytoplasm	microRNA	 	
NR_029626	D	mir-181	microRNA 181a-1	Cytoplasm	microRNA	 	
NR_030397	D	mir-188	microRNA 532	Cytoplasm	microRNA	 	
NR_029708	D	mir-188	microRNA 532	Cytoplasm	microRNA	 	
NR_030241	D	mir-188	microRNA 532	Cytoplasm	microRNA	 	
NR_029491	 	mir-19	microRNA 19a	Cytoplasm	microRNA	 	
NR_030600	 	mir-190	microRNA 190a	Cytoplasm	microRNA	 	
NR_029690	 	mir-191	microRNA 191	Cytoplasm	microRNA	 	
NR_029710	D	mir-193	microRNA 193a	Cytoplasm	microRNA	 	
NR_030177	D	mir-193	microRNA 193a	Cytoplasm	microRNA	 	
NR_029583	 	mir-197	microRNA 197	Cytoplasm	microRNA	 	
NR_049894	 	mir-1972	microRNA 1972-1	Cytoplasm	microRNA	 	
NR_029618	 	mir-199	microRNA 199a-2	Cytoplasm	microRNA	 	
NR_029621	 	mir-204	microRNA 204	Cytoplasm	microRNA	 	
NR_029622	 	mir-205	microRNA 205	Cytoplasm	microRNA	 	
NR_029595	 	mir-208	microRNA 208a	Cytoplasm	microRNA	 	
NR_029493	 	mir-21	microRNA 21	Cytoplasm	microRNA	 	
NR_036066	D	mir-214	microRNA 214	Cytoplasm	microRNA	 	
NR_029627	D	mir-214	microRNA 214	Cytoplasm	microRNA	 	
NR_029635	D	mir-221	microRNA 221	Cytoplasm	microRNA	 	
NR_029636	D	mir-221	microRNA 221	Cytoplasm	microRNA	 	
NR_029509	 	mir-25	microRNA 25	Cytoplasm	microRNA	 	
NR_029502	 	mir-28	microRNA 28	Cytoplasm	microRNA	 	
NR_036055	 	mir-2861	microRNA 2861	Cytoplasm	microRNA	 	
NR_029518	D	mir-29	microRNA 29a	Cytoplasm	microRNA	 	
NR_029832	D	mir-29	microRNA 29a	Cytoplasm	microRNA	 	
NR_029844	 	mir-296	microRNA 296	Cytoplasm	microRNA	 	
NR_030580	 	mir-298	microRNA 298	Cytoplasm	microRNA	 	
NR_029666	D	mir-30	microRNA 30a	Cytoplasm	microRNA	 	
NR_029599	D	mir-30	microRNA 30a	Cytoplasm	microRNA	 	
NR_031683	 	mir-302_2	microRNA 302e	Cytoplasm	microRNA	 	
NR_039891	 	mir-3064	microRNA 3064	Cytoplasm	microRNA	 	
NR_029505	 	mir-31	microRNA 31	Cytoplasm	microRNA	 	
NR_036060	 	mir-3117	microRNA 3117	Cytoplasm	microRNA	 	
NR_036068	 	mir-3122	microRNA 3122	Cytoplasm	microRNA	 	
NR_036076	 	mir-3129	microRNA 3129	Cytoplasm	microRNA	 	
NR_036087	 	mir-3136	microRNA 3136	Cytoplasm	microRNA	 	
NR_130460	 	mir-3149	microRNA 3149	Other	microRNA	 	
NR_036170	D	mir-3199	microRNA 3199-2	Cytoplasm	microRNA	 	
NR_036169	D	mir-3199	microRNA 3199-2	Cytoplasm	microRNA	 	
NR_029506	 	mir-32	microRNA 32	Cytoplasm	microRNA	 	
NR_031724	 	mir-320	microRNA 320a	Cytoplasm	microRNA	 	
NR_036171	 	mir-3200	microRNA 3200	Cytoplasm	microRNA	 	
NR_029946	 	mir-322	microRNA 424	Cytoplasm	microRNA	 	
NR_029905	 	mir-325	microRNA 325	Cytoplasm	microRNA	 	
NR_030361	 	mir-33	microRNA 33b	Cytoplasm	microRNA	 	
NR_039867	 	mir-3529	microRNA 3529	Cytoplasm	microRNA	 	
NR_037409	 	mir-3615	microRNA 3615	Cytoplasm	microRNA	 	
NR_029850	 	mir-362	microRNA 362	Cytoplasm	microRNA	 	
NR_029852	 	mir-363	microRNA 363	Cytoplasm	microRNA	 	
NR_128711	D	mir-3648	microRNA 3648-1	Other	microRNA	 	
NR_037421	D	mir-3648	microRNA 3648-1	Other	microRNA	 	
NR_029856	D	mir-365	microRNA 365a	Cytoplasm	microRNA	 	
NR_029854	D	mir-365	microRNA 365a	Cytoplasm	microRNA	 	
NR_037433	 	mir-3660	microRNA 3660	Cytoplasm	microRNA	 	
NR_128714	D	mir-3687	microRNA 3687-1	Other	microRNA	 	
NR_037458	D	mir-3687	microRNA 3687-1	Other	microRNA	 	
NR_037461	 	mir-3690	microRNA 3690	Cytoplasm	microRNA	 	
NR_030785	D	mir-374	microRNA 374a	Cytoplasm	microRNA	 	
NR_030620	D	mir-374	microRNA 374a	Cytoplasm	microRNA	 	
NR_037511	D	mir-374	microRNA 374a	Cytoplasm	microRNA	 	
NR_037474	 	mir-3912	microRNA 3912	Cytoplasm	microRNA	 	
NR_037508	 	mir-3943	microRNA 3943	Cytoplasm	microRNA	 	
NR_039767	 	mir-3960	microRNA 3960	Cytoplasm	microRNA	 	
NR_029948	 	mir-425	microRNA 425	Cytoplasm	microRNA	 	
NR_039627	 	mir-4429	microRNA 4429	Cytoplasm	microRNA	 	
NR_039651	 	mir-4449	microRNA 4449	Cytoplasm	microRNA	 	
NR_039688	D	mir-4477	microRNA 4477b	Cytoplasm	microRNA	 	
NR_039689	D	mir-4477	microRNA 4477b	Cytoplasm	microRNA	 	
NR_030587	D	mir-450	microRNA 450b	Cytoplasm	microRNA	 	
NR_030227	D	mir-450	microRNA 450b	Cytoplasm	microRNA	 	
NR_029962	D	mir-450	microRNA 450b	Cytoplasm	microRNA	 	
NR_039749	 	mir-4523	microRNA 4523	Cytoplasm	microRNA	 	
NR_039754	 	mir-4529	microRNA 4529	Cytoplasm	microRNA	 	
NR_039809	D	mir-4662	microRNA 4662a	Cytoplasm	microRNA	 	
NR_039806	D	mir-4662	microRNA 4662a	Cytoplasm	microRNA	 	
NR_130459	 	mir-467	microRNA 466	Other	microRNA	 	
NR_039819	 	mir-4672	microRNA 4672	Cytoplasm	microRNA	 	
NR_039852	 	mir-4703	microRNA 4703	Cytoplasm	microRNA	 	
NR_039866	 	mir-4716	microRNA 4716	Cytoplasm	microRNA	 	
NR_039967	 	mir-4803	microRNA 4803	Cytoplasm	microRNA	 	
NR_030163	 	mir-488	microRNA 488	Cytoplasm	microRNA	 	
NR_030166	 	mir-491	microRNA 491	Cytoplasm	microRNA	 	
NR_036257	D	mir-500	microRNA 501	Cytoplasm	microRNA	 	
NR_030224	D	mir-500	microRNA 501	Cytoplasm	microRNA	 	
NR_030226	D	mir-500	microRNA 501	Cytoplasm	microRNA	 	
NR_030225	D	mir-500	microRNA 501	Cytoplasm	microRNA	 	
NR_030228	 	mir-503	microRNA 503	Cytoplasm	microRNA	 	
NR_030399	 	mir-542	microRNA 542	Cytoplasm	microRNA	 	
NR_036071	D	mir-548	microRNA 570	Cytoplasm	microRNA	 	
NR_031646	D	mir-548	microRNA 570	Cytoplasm	microRNA	 	
NR_036093	D	mir-548	microRNA 570	Cytoplasm	microRNA	 	
NR_030317	D	mir-548	microRNA 570	Cytoplasm	microRNA	 	
NR_030312	D	mir-548	microRNA 570	Cytoplasm	microRNA	 	
NR_031624	D	mir-548	microRNA 570	Cytoplasm	microRNA	 	
NR_039621	D	mir-548	microRNA 570	Cytoplasm	microRNA	 	
NR_049838	D	mir-548	microRNA 570	Cytoplasm	microRNA	 	
NR_036146	D	mir-548	microRNA 570	Cytoplasm	microRNA	 	
NR_039672	D	mir-548	microRNA 570	Cytoplasm	microRNA	 	
NR_039639	D	mir-548	microRNA 570	Cytoplasm	microRNA	 	
NR_031690	D	mir-548	microRNA 570	Cytoplasm	microRNA	 	
NR_030393	 	mir-549	microRNA 549a	Cytoplasm	microRNA	 	
NR_030278	 	mir-552	microRNA 552	Cytoplasm	microRNA	 	
NR_030287	 	mir-561	microRNA 561	Cytoplasm	microRNA	 	
NR_030289	 	mir-563	microRNA 563	Cytoplasm	microRNA	 	
NR_030292	 	mir-567	microRNA 567	Cytoplasm	microRNA	 	
NR_030293	 	mir-568	microRNA 568	Cytoplasm	microRNA	 	
NR_030299	 	mir-573	microRNA 573	Cytoplasm	microRNA	 	
NR_030304	 	mir-578	microRNA 578	Cytoplasm	microRNA	 	
NR_030322	 	mir-591	microRNA 591	Cytoplasm	microRNA	 	
NR_030324	 	mir-593	microRNA 593	Cytoplasm	microRNA	 	
NR_030327	 	mir-597	microRNA 597	Cytoplasm	microRNA	 	
NR_106737	 	mir-6089	microRNA 6089	Other	microRNA	 	
NR_106745	 	mir-6129	microRNA 6129	Other	microRNA	 	
NR_106747	 	mir-6131	microRNA 6131	Other	microRNA	 	
NR_030352	 	mir-621	microRNA 621	Cytoplasm	microRNA	 	
NR_030353	 	mir-623	microRNA 623	Cytoplasm	microRNA	 	
NR_030714	 	mir-629	microRNA 629	Cytoplasm	microRNA	 	
NR_030362	 	mir-632	microRNA 632	Cytoplasm	microRNA	 	
NR_030369	 	mir-639	microRNA 639	Cytoplasm	microRNA	 	
NR_030370	 	mir-640	microRNA 640	Cytoplasm	microRNA	 	
NR_030372	D	mir-642	microRNA 642a	Cytoplasm	microRNA	 	
NR_037512	D	mir-642	microRNA 642a	Cytoplasm	microRNA	 	
NR_030374	 	mir-644	microRNA 644a	Cytoplasm	microRNA	 	
NR_030375	 	mir-645	microRNA 645	Cytoplasm	microRNA	 	
NR_030376	 	mir-646	microRNA 646	Cytoplasm	microRNA	 	
NR_030381	 	mir-652	microRNA 652	Cytoplasm	microRNA	 	
NR_030386	 	mir-663	microRNA 663a	Cytoplasm	microRNA	 	
NR_031705	 	mir-664	microRNA 664a	Cytoplasm	microRNA	 	
NR_128716	D	mir-6724	microRNA 6724-1	Other	microRNA	 	
NR_128717	D	mir-6724	microRNA 6724-1	Other	microRNA	 	
NR_106782	D	mir-6724	microRNA 6724-1	Other	microRNA	 	
NR_128715	D	mir-6724	microRNA 6724-1	Other	microRNA	 	
NR_106848	 	mir-6790	microRNA 6790	Other	microRNA	 	
NR_106885	 	mir-6827	microRNA 6827	Other	microRNA	 	
NR_029606	 	mir-7	microRNA 7-1	Cytoplasm	microRNA	 	
NR_030592	D	mir-743	microRNA 890	Cytoplasm	microRNA	 	
NR_106783	D	mir-743	microRNA 890	Cytoplasm	microRNA	 	
NR_030593	D	mir-743	microRNA 890	Cytoplasm	microRNA	 	
NR_030584	D	mir-743	microRNA 890	Cytoplasm	microRNA	 	
NR_030589	D	mir-743	microRNA 890	Cytoplasm	microRNA	 	
NR_030613	 	mir-744	microRNA 744	Cytoplasm	microRNA	 	
NR_031582	 	mir-759	microRNA 759	Cytoplasm	microRNA	 	
NR_031580	 	mir-761	microRNA 761	Cytoplasm	microRNA	 	
NR_106988	 	mir-7641	microRNA 7641-2	Other	microRNA	 	
NR_030413	 	mir-766	microRNA 766	Cytoplasm	microRNA	 	
NR_030412	 	mir-769	microRNA 769	Cytoplasm	microRNA	 	
NR_128718	D	mir-8069	microRNA 8069-1	Other	microRNA	 	
NR_107036	D	mir-8069	microRNA 8069-1	Other	microRNA	 	
NR_030590	D	mir-891	microRNA 891b	Cytoplasm	microRNA	 	
NR_030581	D	mir-891	microRNA 891b	Cytoplasm	microRNA	 	
NR_029691	 	mir-9	microRNA 9-1	Cytoplasm	microRNA	 	
NR_030625	 	mir-920	microRNA 920	Cytoplasm	microRNA	 	
NR_030626	 	mir-921	microRNA 921	Cytoplasm	microRNA	 	
NR_030631	 	mir-934	microRNA 934	Cytoplasm	microRNA	 	
